Locations,Total_Transactions_Locationwise,Total_Amount,Quarter,Year,State
bastar district,494723,996159111.5,3,2020,chhattisgarh
kondagaon district,262629,472823128.6,3,2020,chhattisgarh
mahasamund district,711477,1292683805,3,2020,chhattisgarh
dhamtari district,624812,1116630006,4,2020,chhattisgarh
korba district,1984429,3184943428,4,2020,chhattisgarh
surajpur district,676567,1305789055,4,2020,chhattisgarh
baloda bazar district,1079166,1896871502,4,2020,chhattisgarh
sukma district,238465,638524490.7,4,2020,chhattisgarh
raigarh district,2064164,3637725481,4,2020,chhattisgarh
janjgir champa district,2192318,3743676245,4,2020,chhattisgarh
jashpur district,599900,1101179049,4,2020,chhattisgarh
balod district,653978,1065314613,4,2020,chhattisgarh
kabirdham district,551734,894582481.4,4,2020,chhattisgarh
surguja district,1086420,2064653404,4,2020,chhattisgarh
dantewada district,318775,789981955.5,4,2020,chhattisgarh
gariyaband district,417169,739494892.8,4,2020,chhattisgarh
durg district,4913427,7302773369,4,2020,chhattisgarh
rajnandgaon district,1290120,2254466253,4,2020,chhattisgarh
raipur district,8570997,14747848599,4,2020,chhattisgarh
narayanpur district,126331,257167467.5,4,2020,chhattisgarh
kanker district,634514,1358849805,4,2020,chhattisgarh
korea district,754942,1395166962,4,2020,chhattisgarh
mungeli district,363678,666087422.3,4,2020,chhattisgarh
bilaspur district,2837963,4829260317,4,2020,chhattisgarh
balrampur district,578790,1340368849,4,2020,chhattisgarh
bijapur district,307460,766898011.9,4,2020,chhattisgarh
bemetara district,520944,870151678.1,4,2020,chhattisgarh
bastar district,738632,1566415259,4,2020,chhattisgarh
kondagaon district,369192,728929648.1,4,2020,chhattisgarh
mahasamund district,1034749,1951224040,4,2020,chhattisgarh
dhamtari district,616731,1207143038,1,2021,chhattisgarh
korba district,2152362,3547673113,1,2021,chhattisgarh
surajpur district,737441,1463328897,1,2021,chhattisgarh
baloda bazar district,1102370,2084677638,1,2021,chhattisgarh
sukma district,226511,681369447.1,1,2021,chhattisgarh
raigarh district,2237708,4233022687,1,2021,chhattisgarh
janjgir champa district,2237748,4086540675,1,2021,chhattisgarh
jashpur district,587229,1265771754,1,2021,chhattisgarh
balod district,645219,1132187021,1,2021,chhattisgarh
kabirdham district,571899,968261725.3,1,2021,chhattisgarh
surguja district,1195343,2299690489,1,2021,chhattisgarh
dantewada district,315403,786274768.7,1,2021,chhattisgarh
gariyaband district,396818,770501929.6,1,2021,chhattisgarh
durg district,5455260,7697855740,1,2021,chhattisgarh
rajnandgaon district,1390205,2509162849,1,2021,chhattisgarh
raipur district,10625343,17249749779,1,2021,chhattisgarh
narayanpur district,109993,243552618.4,1,2021,chhattisgarh
kanker district,619999,1482694764,1,2021,chhattisgarh
korea district,796358,1498312910,1,2021,chhattisgarh
mungeli district,383383,750343760.2,1,2021,chhattisgarh
bilaspur district,3400745,5548981181,1,2021,chhattisgarh
balrampur district,597667,1498078490,1,2021,chhattisgarh
bijapur district,291788,770612635.6,1,2021,chhattisgarh
bemetara district,518166,943164752.8,1,2021,chhattisgarh
bastar district,779252,1693715519,1,2021,chhattisgarh
kondagaon district,360985,776775266.4,1,2021,chhattisgarh
mahasamund district,1084511,2220399814,1,2021,chhattisgarh
dhamtari district,803714,1475776202,2,2021,chhattisgarh
korba district,2556656,4078628168,2,2021,chhattisgarh
surajpur district,913088,1729440595,2,2021,chhattisgarh
baloda bazar district,1461126,2578930313,2,2021,chhattisgarh
sukma district,300111,816528670,2,2021,chhattisgarh
raigarh district,2634959,4606676922,2,2021,chhattisgarh
janjgir champa district,2835495,4781785298,2,2021,chhattisgarh
jashpur district,728879,1441881668,2,2021,chhattisgarh
balod district,826679,1380147491,2,2021,chhattisgarh
kabirdham district,771345,1267472696,2,2021,chhattisgarh
surguja district,1332917,2575596438,2,2021,chhattisgarh
dantewada district,405620,912949701.7,2,2021,chhattisgarh
gariyaband district,533040,947099930.6,2,2021,chhattisgarh
durg district,5360198,8406607059,2,2021,chhattisgarh
rajnandgaon district,1698948,3047951973,2,2021,chhattisgarh
raipur district,10882417,18678914879,2,2021,chhattisgarh
narayanpur district,137697,278432933.9,2,2021,chhattisgarh
kanker district,765639,1633931245,2,2021,chhattisgarh
korea district,984343,1764272111,2,2021,chhattisgarh
mungeli district,530168,987805834.2,2,2021,chhattisgarh
bilaspur district,3617926,6128946520,2,2021,chhattisgarh
balrampur district,750454,1767610921,2,2021,chhattisgarh
bijapur district,372315,897448843.8,2,2021,chhattisgarh
bemetara district,684190,1191912269,2,2021,chhattisgarh
bastar district,956445,1858017027,2,2021,chhattisgarh
kondagaon district,469272,884960983.6,2,2021,chhattisgarh
mahasamund district,1375779,2609044564,2,2021,chhattisgarh
dhamtari district,985124,1824710332,3,2021,chhattisgarh
korba district,3562384,5269832116,3,2021,chhattisgarh
surajpur district,1244377,2128314524,3,2021,chhattisgarh
baloda bazar district,1923490,3285959112,3,2021,chhattisgarh
sukma district,380899,1100850190,3,2021,chhattisgarh
raigarh district,3676121,6178904603,3,2021,chhattisgarh
janjgir champa district,3691134,6044129725,3,2021,chhattisgarh
jashpur district,962130,1842499911,3,2021,chhattisgarh
balod district,1006571,1667022368,3,2021,chhattisgarh
kabirdham district,957202,1535927184,3,2021,chhattisgarh
surguja district,2006253,3418441123,3,2021,chhattisgarh
dantewada district,499985,1130039078,3,2021,chhattisgarh
gariyaband district,677715,1211971006,3,2021,chhattisgarh
durg district,8289193,11563387669,3,2021,chhattisgarh
rajnandgaon district,2353407,3963184198,3,2021,chhattisgarh
raipur district,17276668,26769245296,3,2021,chhattisgarh
narayanpur district,167442,340593781,3,2021,chhattisgarh
kanker district,987222,2049763959,3,2021,chhattisgarh
korea district,1325395,2180425835,3,2021,chhattisgarh
mungeli district,654791,1165469292,3,2021,chhattisgarh
bilaspur district,5603933,8478327761,3,2021,chhattisgarh
balrampur district,961639,2054725672,3,2021,chhattisgarh
bijapur district,469983,1089393531,3,2021,chhattisgarh
bemetara district,820436,1405816374,3,2021,chhattisgarh
bastar district,1337066,2529543183,3,2021,chhattisgarh
kondagaon district,603305,1129475741,3,2021,chhattisgarh
mahasamund district,1814073,3248154697,3,2021,chhattisgarh
dhamtari district,1248118,2301060134,4,2021,chhattisgarh
korba district,4813732,6967488786,4,2021,chhattisgarh
surajpur district,1620479,2695737530,4,2021,chhattisgarh
baloda bazar district,2428335,4125753410,4,2021,chhattisgarh
sukma district,491853,1315468405,4,2021,chhattisgarh
raigarh district,4987956,8118529782,4,2021,chhattisgarh
janjgir champa district,4713652,7509616301,4,2021,chhattisgarh
jashpur district,1283197,2398549912,4,2021,chhattisgarh
balod district,1261829,2124024725,4,2021,chhattisgarh
kabirdham district,1224202,1936737123,4,2021,chhattisgarh
surguja district,2774724,4648918491,4,2021,chhattisgarh
dantewada district,666756,1425704987,4,2021,chhattisgarh
gariyaband district,845852,1432175558,4,2021,chhattisgarh
durg district,10300130,14816073916,4,2021,chhattisgarh
rajnandgaon district,2897306,4944916181,4,2021,chhattisgarh
raipur district,23353982,36279287405,4,2021,chhattisgarh
narayanpur district,240761,489068703.2,4,2021,chhattisgarh
kanker district,1324064,2662476374,4,2021,chhattisgarh
korea district,1688351,2738248456,4,2021,chhattisgarh
mungeli district,870531,1492676826,4,2021,chhattisgarh
bilaspur district,7784221,11326296355,4,2021,chhattisgarh
balrampur district,1247713,2575260752,4,2021,chhattisgarh
bijapur district,614833,1378643773,4,2021,chhattisgarh
bemetara district,1010707,1829091197,4,2021,chhattisgarh
bastar district,1879817,3398738423,4,2021,chhattisgarh
kondagaon district,820093,1443085279,4,2021,chhattisgarh
mahasamund district,2324300,4025481737,4,2021,chhattisgarh
dhamtari district,1492243,2833407185,1,2022,chhattisgarh
korba district,5626866,8306489271,1,2022,chhattisgarh
surajpur district,1886693,3173368817,1,2022,chhattisgarh
baloda bazar district,2925957,5025353758,1,2022,chhattisgarh
sukma district,505004,1280893929,1,2022,chhattisgarh
raigarh district,5959088,9885641555,1,2022,chhattisgarh
janjgir champa district,5495226,8737068868,1,2022,chhattisgarh
jashpur district,1508729,2930779142,1,2022,chhattisgarh
balod district,1477405,2513134328,1,2022,chhattisgarh
kabirdham district,1567571,2487844562,1,2022,chhattisgarh
surguja district,3182242,5281342197,1,2022,chhattisgarh
dantewada district,782199,1589432533,1,2022,chhattisgarh
gariyaband district,1056471,1881190060,1,2022,chhattisgarh
durg district,11345594,16423362101,1,2022,chhattisgarh
rajnandgaon district,3505850,6015130525,1,2022,chhattisgarh
raipur district,25836062,39990361269,1,2022,chhattisgarh
narayanpur district,277768,561274826.6,1,2022,chhattisgarh
kanker district,1599699,3237590649,1,2022,chhattisgarh
korea district,1909908,3078262597,1,2022,chhattisgarh
mungeli district,1074535,1897584378,1,2022,chhattisgarh
bilaspur district,9081044,13169861328,1,2022,chhattisgarh
balrampur district,1442159,3023784892,1,2022,chhattisgarh
bijapur district,651494,1407048681,1,2022,chhattisgarh
bemetara district,1259037,2287658825,1,2022,chhattisgarh
bastar district,2203676,4004268081,1,2022,chhattisgarh
kondagaon district,972613,1804893354,1,2022,chhattisgarh
mahasamund district,2788159,5020017743,1,2022,chhattisgarh
dhamtari district,1839169,3261297840,2,2022,chhattisgarh
korba district,6482877,9217368564,2,2022,chhattisgarh
surajpur district,2152901,3414032926,2,2022,chhattisgarh
baloda bazar district,3518514,5665773485,2,2022,chhattisgarh
sukma district,617457,1507874121,2,2022,chhattisgarh
raigarh district,6953143,10866819292,2,2022,chhattisgarh
janjgir champa district,6418156,9565720454,2,2022,chhattisgarh
jashpur district,1842899,3357567336,2,2022,chhattisgarh
balod district,1788680,2920249115,2,2022,chhattisgarh
kabirdham district,1890334,2947966126,2,2022,chhattisgarh
surguja district,3814390,6107066838,2,2022,chhattisgarh
dantewada district,957773,1785681996,2,2022,chhattisgarh
gariyaband district,1226883,2015058785,2,2022,chhattisgarh
durg district,13554254,19339415904,2,2022,chhattisgarh
rajnandgaon district,4284921,7037763266,2,2022,chhattisgarh
raipur district,31131873,46778811057,2,2022,chhattisgarh
narayanpur district,355877,655917401,2,2022,chhattisgarh
kanker district,1931954,3702057060,2,2022,chhattisgarh
korea district,2156896,3361419243,2,2022,chhattisgarh
mungeli district,1336917,2234057058,2,2022,chhattisgarh
bilaspur district,11026765,15470182616,2,2022,chhattisgarh
balrampur district,1652393,3247393593,2,2022,chhattisgarh
bijapur district,825640,1692585254,2,2022,chhattisgarh
bemetara district,1529354,2689553869,2,2022,chhattisgarh
bastar district,2787919,4723340575,2,2022,chhattisgarh
kondagaon district,1218095,2074544813,2,2022,chhattisgarh
mahasamund district,3288014,5542158574,2,2022,chhattisgarh
dhamtari district,1857935,3145385395,3,2022,chhattisgarh
korba district,6608931,8648711541,3,2022,chhattisgarh
surajpur district,2077425,2937049679,3,2022,chhattisgarh
baloda bazar district,3792643,5461550646,3,2022,chhattisgarh
sukma district,656635,1520506217,3,2022,chhattisgarh
raigarh district,7689276,10922658446,3,2022,chhattisgarh
janjgir champa district,6191246,8376914110,3,2022,chhattisgarh
jashpur district,1762763,2878931805,3,2022,chhattisgarh
balod district,1864797,2793505852,3,2022,chhattisgarh
kabirdham district,2192889,2948782973,3,2022,chhattisgarh
surguja district,3762924,5443547309,3,2022,chhattisgarh
dantewada district,1013017,1794740970,3,2022,chhattisgarh
gariyaband district,1288987,1939753877,3,2022,chhattisgarh
durg district,40201479,51553772130,3,2022,chhattisgarh
rajnandgaon district,4236901,6526559476,3,2022,chhattisgarh
raipur district,40322093,55869046982,3,2022,chhattisgarh
narayanpur district,364655,622593663.8,3,2022,chhattisgarh
kanker district,2077996,3529341404,3,2022,chhattisgarh
korea district,2080709,2959646415,3,2022,chhattisgarh
mungeli district,1408097,2112394539,3,2022,chhattisgarh
bilaspur district,13659373,17597668488,3,2022,chhattisgarh
balrampur district,1661288,2891432155,3,2022,chhattisgarh
bijapur district,844285,1604311324,3,2022,chhattisgarh
bemetara district,3218200,4429824032,3,2022,chhattisgarh
bastar district,2899716,4495325809,3,2022,chhattisgarh
kondagaon district,1218309,1935816217,3,2022,chhattisgarh
mahasamund district,3300018,5221786625,3,2022,chhattisgarh
dhamtari district,2104649,3600539015,4,2022,chhattisgarh
korba district,7598691,9998923127,4,2022,chhattisgarh
surajpur district,2453633,3500297802,4,2022,chhattisgarh
baloda bazar district,4723545,7027700031,4,2022,chhattisgarh
sukma district,725982,1556490009,4,2022,chhattisgarh
raigarh district,8475730,11974795199,4,2022,chhattisgarh
janjgir champa district,7194881,9873971005,4,2022,chhattisgarh
jashpur district,2252299,3689088833,4,2022,chhattisgarh
balod district,2049159,3159690376,4,2022,chhattisgarh
kabirdham district,2517731,3457300147,4,2022,chhattisgarh
surguja district,4530080,6525605230,4,2022,chhattisgarh
dantewada district,1172140,2047808551,4,2022,chhattisgarh
gariyaband district,1441112,2231783833,4,2022,chhattisgarh
durg district,48523671,64247502275,4,2022,chhattisgarh
rajnandgaon district,6195224,9255085938,4,2022,chhattisgarh
raipur district,38862259,55662404886,4,2022,chhattisgarh
narayanpur district,438873,734297157.5,4,2022,chhattisgarh
kanker district,2602695,4394118423,4,2022,chhattisgarh
korea district,2413508,3437798677,4,2022,chhattisgarh
mungeli district,1711917,2617303034,4,2022,chhattisgarh
bilaspur district,16252139,21208051820,4,2022,chhattisgarh
balrampur district,2016933,3640523929,4,2022,chhattisgarh
bijapur district,960301,1709405178,4,2022,chhattisgarh
bemetara district,1978543,3193058084,4,2022,chhattisgarh
bastar district,3447914,5260070137,4,2022,chhattisgarh
kondagaon district,1426629,2220740206,4,2022,chhattisgarh
mahasamund district,3890208,6294827910,4,2022,chhattisgarh
diu district,5593,6434481.929,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
daman district,50218,63416803.35,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli district,92738,105807098.8,1,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu district,6279,10736607.18,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
daman district,67705,104407321.9,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli district,128642,186926842.5,2,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu district,7087,13784358.66,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
daman district,104637,160593811.8,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli district,177851,273261425.2,3,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu district,9502,19252174.32,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
daman district,147005,240064159.1,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli district,247575,399434283.4,4,2018,dadra-&-nagar-haveli-&-daman-&-diu
diu district,16037,21939140.02,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
daman district,259564,315877185.5,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli district,386213,505553450.5,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu district,29130,55383383.85,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
daman district,183953,303607607.8,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli district,276573,465450284.9,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
diu district,17203,32940133.54,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
daman district,235860,348909463.5,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
